CustomerID,recence_jours,frequence,montant_total,cluster,profil
13639,74,2,1346.27,0,Clients VIP / fidèles
13640,611,1,405.0,1,Clients perdus / inactifs
13641,641,4,942.37,1,Clients perdus / inactifs
13642,216,4,472.2,2,Clients perdus / inactifs
13643,31,10,2156.77,0,Clients VIP / fidèles
13644,16,4,2624.26,0,Clients VIP / fidèles
13645,120,1,252.1,2,Clients perdus / inactifs
13646,400,2,326.25,1,Clients perdus / inactifs
13647,10,8,3041.68,0,Clients VIP / fidèles
13648,400,8,1759.07,0,Clients VIP / fidèles
13649,257,6,1453.68,0,Clients VIP / fidèles
13650,17,10,3288.0,3,Clients VIP / fidèles
13651,40,2,211.85,2,Clients perdus / inactifs
13652,46,5,2262.05,0,Clients VIP / fidèles
13653,488,1,152.2,1,Clients perdus / inactifs
13654,43,11,6308.0,3,Clients VIP / fidèles
13655,114,6,2280.51,0,Clients VIP / fidèles
13656,165,4,1078.85,0,Clients VIP / fidèles
13657,11,2,382.14,2,Clients perdus / inactifs
13658,10,9,6025.5,3,Clients VIP / fidèles
13659,206,12,4884.68,3,Clients VIP / fidèles
13660,400,1,306.64,1,Clients perdus / inactifs
13661,603,1,325.24,1,Clients perdus / inactifs
13662,86,11,2233.61,0,Clients VIP / fidèles
13663,179,5,2047.51,0,Clients VIP / fidèles
13665,386,3,1711.6599999999999,1,Clients perdus / inactifs
13666,60,5,127.05,2,Clients perdus / inactifs
13667,149,1,299.05,2,Clients perdus / inactifs
13668,3,35,12948.48,3,Clients VIP / fidèles
13669,51,3,413.55,2,Clients perdus / inactifs
13670,75,1,349.7,2,Clients perdus / inactifs
13671,395,1,172.6,1,Clients perdus / inactifs
13672,301,3,419.92,1,Clients perdus / inactifs
13673,19,2,387.44,2,Clients perdus / inactifs
13674,433,1,240.68,1,Clients perdus / inactifs
13675,151,2,486.82000000000005,2,Clients perdus / inactifs
13676,539,2,243.9,1,Clients perdus / inactifs
13677,405,2,551.24,1,Clients perdus / inactifs
13678,152,1,232.6,2,Clients perdus / inactifs
13679,494,3,281.26,1,Clients perdus / inactifs
13680,1,12,11419.67,3,Clients VIP / fidèles
13681,18,4,827.83,0,Clients VIP / fidèles
13682,187,1,59.5,2,Clients perdus / inactifs
13683,458,1,258.6,1,Clients perdus / inactifs
13684,286,4,594.88,0,Clients VIP / fidèles
13685,3,7,3119.44,0,Clients VIP / fidèles
13686,183,3,409.04,2,Clients perdus / inactifs
13687,438,1,11880.84,0,Clients VIP / fidèles
13688,635,1,375.5,1,Clients perdus / inactifs
13689,63,2,1259.5,0,Clients VIP / fidèles
13690,59,1,172.25,2,Clients perdus / inactifs
13691,396,1,210.78,1,Clients perdus / inactifs
13692,25,5,3114.4,0,Clients VIP / fidèles
13693,374,9,2011.82,0,Clients VIP / fidèles
13694,4,143,195640.69,3,Clients VIP / fidèles
13695,31,16,2770.73,3,Clients VIP / fidèles
13696,422,3,2020.4,1,Clients perdus / inactifs
13697,39,1,151.29999999999998,2,Clients perdus / inactifs
13698,597,2,451.73,1,Clients perdus / inactifs
13699,155,2,764.15,2,Clients perdus / inactifs
13700,26,13,2596.9700000000003,3,Clients VIP / fidèles
13701,447,1,161.0,1,Clients perdus / inactifs
13702,446,1,135.18,1,Clients perdus / inactifs
13703,318,2,425.56,1,Clients perdus / inactifs
13704,5,9,2308.06,0,Clients VIP / fidèles
13705,8,7,1717.19,0,Clients VIP / fidèles
13706,303,2,631.17,1,Clients perdus / inactifs
13707,267,5,3365.86,0,Clients VIP / fidèles
13708,271,1,283.33,2,Clients perdus / inactifs
13709,4,18,7571.35,3,Clients VIP / fidèles
13710,32,3,509.52,2,Clients perdus / inactifs
13711,219,9,1792.26,0,Clients VIP / fidèles
13712,247,2,766.42,2,Clients perdus / inactifs
13713,408,3,740.76,1,Clients perdus / inactifs
13714,465,1,161.35,1,Clients perdus / inactifs
13715,281,17,8153.04,3,Clients VIP / fidèles
13716,269,1,138.28,2,Clients perdus / inactifs
13717,32,8,1763.3,0,Clients VIP / fidèles
13718,246,2,306.55,2,Clients perdus / inactifs
13719,15,11,2782.1,3,Clients VIP / fidèles
13720,117,4,799.9,0,Clients VIP / fidèles
13721,36,2,741.54,2,Clients perdus / inactifs
13722,132,10,5635.41,3,Clients VIP / fidèles
13723,217,6,1194.08,0,Clients VIP / fidèles
13724,637,1,213.01,1,Clients perdus / inactifs
13725,50,8,1980.56,0,Clients VIP / fidèles
13726,39,2,1079.6599999999999,2,Clients perdus / inactifs
13727,29,8,1074.15,0,Clients VIP / fidèles
13728,37,16,2855.17,3,Clients VIP / fidèles
13729,436,3,724.73,1,Clients perdus / inactifs
13730,136,2,752.6,2,Clients perdus / inactifs
13731,219,2,610.59,2,Clients perdus / inactifs
13732,28,1,491.86,2,Clients perdus / inactifs
13733,411,2,487.03000000000003,1,Clients perdus / inactifs
13734,509,4,6695.6900000000005,0,Clients VIP / fidèles
13735,25,13,9762.77,3,Clients VIP / fidèles
13736,5,7,2752.47,0,Clients VIP / fidèles
13737,200,1,339.59999999999997,2,Clients perdus / inactifs
13738,396,1,434.78000000000003,1,Clients perdus / inactifs
13739,18,2,292.2,2,Clients perdus / inactifs
13740,241,5,1582.77,0,Clients VIP / fidèles
13741,72,3,668.4300000000001,2,Clients perdus / inactifs
13742,17,12,3107.87,3,Clients VIP / fidèles
13743,3,7,1341.6,0,Clients VIP / fidèles
13744,95,2,1080.52,2,Clients perdus / inactifs
13745,162,2,777.36,2,Clients perdus / inactifs
13746,414,1,176.69,1,Clients perdus / inactifs
13747,374,2,169.79999999999998,1,Clients perdus / inactifs
13748,96,9,2064.35,0,Clients VIP / fidèles
13750,54,11,3602.1800000000003,3,Clients VIP / fidèles
13751,288,1,296.25,2,Clients perdus / inactifs
13752,124,7,1579.8300000000002,0,Clients VIP / fidèles
13753,288,4,2094.57,0,Clients VIP / fidèles
13754,152,3,447.05,2,Clients perdus / inactifs
13755,4,9,2108.06,0,Clients VIP / fidèles
13756,2,23,8655.95,3,Clients VIP / fidèles
13757,675,1,195.55,1,Clients perdus / inactifs
13758,12,14,8595.29,3,Clients VIP / fidèles
13759,33,2,659.4100000000001,2,Clients perdus / inactifs
13760,54,5,1363.6399999999999,0,Clients VIP / fidèles
13761,50,6,1952.17,0,Clients VIP / fidèles
13762,219,5,2472.48,0,Clients VIP / fidèles
13763,63,3,5217.4400000000005,0,Clients VIP / fidèles
13764,71,6,2908.67,0,Clients VIP / fidèles
13765,653,1,352.82,1,Clients perdus / inactifs
13766,495,1,190.35,1,Clients perdus / inactifs
13767,2,73,33903.57,3,Clients VIP / fidèles
13768,727,2,875.97,1,Clients perdus / inactifs
13769,2,20,5478.12,3,Clients VIP / fidèles
13770,422,4,785.37,1,Clients perdus / inactifs
13771,64,9,5728.82,3,Clients VIP / fidèles
13772,34,8,3100.02,0,Clients VIP / fidèles
13773,397,2,301.54,1,Clients perdus / inactifs
13774,82,1,345.0,2,Clients perdus / inactifs
13775,591,1,1049.66,1,Clients perdus / inactifs
13777,1,61,49638.26,3,Clients VIP / fidèles
13778,103,4,1124.49,0,Clients VIP / fidèles
13779,516,1,161.13,1,Clients perdus / inactifs
13780,7,3,732.07,0,Clients VIP / fidèles
13781,251,3,778.83,0,Clients VIP / fidèles
13782,13,13,1786.08,3,Clients VIP / fidèles
13783,488,4,1542.09,1,Clients perdus / inactifs
13784,10,14,2910.23,3,Clients VIP / fidèles
13785,429,4,542.49,1,Clients perdus / inactifs
13786,367,6,3127.99,0,Clients VIP / fidèles
13787,76,6,1222.5,0,Clients VIP / fidèles
13788,505,1,3.75,1,Clients perdus / inactifs
13789,388,1,239.45999999999998,1,Clients perdus / inactifs
13790,4,1,348.8,2,Clients perdus / inactifs
13791,128,2,1516.0,0,Clients VIP / fidèles
13792,66,3,383.95,2,Clients perdus / inactifs
13793,647,1,96.0,1,Clients perdus / inactifs
13794,547,1,126.03,1,Clients perdus / inactifs
13795,388,4,836.3,1,Clients perdus / inactifs
13796,499,1,289.7,1,Clients perdus / inactifs
13797,437,3,1179.45,1,Clients perdus / inactifs
13798,1,110,75428.87,3,Clients VIP / fidèles
13799,117,9,2803.57,0,Clients VIP / fidèles
13800,310,3,1679.56,0,Clients VIP / fidèles
13801,67,1,324.8,2,Clients perdus / inactifs
13802,139,19,26259.11,3,Clients VIP / fidèles
13803,255,3,1338.91,0,Clients VIP / fidèles
13804,31,9,3161.12,0,Clients VIP / fidèles
13805,52,2,924.6,2,Clients perdus / inactifs
13806,64,1,256.38,2,Clients perdus / inactifs
13807,367,3,422.2,1,Clients perdus / inactifs
13808,6,5,1747.66,0,Clients VIP / fidèles
13809,305,3,679.7,1,Clients perdus / inactifs
13810,29,2,827.51,2,Clients perdus / inactifs
13811,184,2,519.75,2,Clients perdus / inactifs
13812,42,3,485.0,2,Clients perdus / inactifs
13813,40,8,2387.4700000000003,0,Clients VIP / fidèles
13814,92,3,2257.32,0,Clients VIP / fidèles
13815,22,8,6737.74,3,Clients VIP / fidèles
13816,24,2,499.67,2,Clients perdus / inactifs
13817,29,2,328.98,2,Clients perdus / inactifs
13818,430,1,61.28,1,Clients perdus / inactifs
13819,302,6,2642.35,0,Clients VIP / fidèles
13820,418,3,652.75,1,Clients perdus / inactifs
13821,145,6,1379.08,0,Clients VIP / fidèles
13822,6,2,632.0,2,Clients perdus / inactifs
13823,19,7,3403.4500000000003,0,Clients VIP / fidèles
13824,33,12,3314.76,3,Clients VIP / fidèles
13825,622,2,255.59,1,Clients perdus / inactifs
13826,176,1,189.5,2,Clients perdus / inactifs
13827,58,3,409.8,2,Clients perdus / inactifs
13828,22,1,209.49,2,Clients perdus / inactifs
13829,421,1,102.0,1,Clients perdus / inactifs
13830,582,1,156.85000000000002,1,Clients perdus / inactifs
13831,16,18,6585.54,3,Clients VIP / fidèles
13832,19,2,609.89,2,Clients perdus / inactifs
13833,159,2,700.41,2,Clients perdus / inactifs
13834,577,2,324.19,1,Clients perdus / inactifs
13835,25,7,1095.27,0,Clients VIP / fidèles
13836,399,2,620.37,1,Clients perdus / inactifs
13837,212,2,266.59000000000003,2,Clients perdus / inactifs
13838,6,10,1690.07,0,Clients VIP / fidèles
13839,486,1,139.95000000000002,1,Clients perdus / inactifs
13840,416,1,651.4,1,Clients perdus / inactifs
13841,253,1,85.0,2,Clients perdus / inactifs
13842,59,18,5319.34,3,Clients VIP / fidèles
13843,381,1,319.75,1,Clients perdus / inactifs
13844,11,1,361.62,2,Clients perdus / inactifs
13845,65,1,312.98,2,Clients perdus / inactifs
13846,25,4,1307.79,0,Clients VIP / fidèles
13847,720,1,310.72,1,Clients perdus / inactifs
13848,92,8,3015.0,0,Clients VIP / fidèles
13849,52,5,3469.3,0,Clients VIP / fidèles
13850,129,1,1595.48,2,Clients perdus / inactifs
13851,96,8,4606.46,0,Clients VIP / fidèles
13852,611,1,187.35000000000002,1,Clients perdus / inactifs
13853,57,1,1090.14,2,Clients perdus / inactifs
13854,9,39,11944.56,3,Clients VIP / fidèles
13855,501,4,1310.3400000000001,1,Clients perdus / inactifs
13856,169,11,1142.03,0,Clients VIP / fidèles
13857,393,6,1000.91,0,Clients VIP / fidèles
13858,57,1,216.17,2,Clients perdus / inactifs
13859,326,2,515.86,1,Clients perdus / inactifs
13860,1,5,1245.9,0,Clients VIP / fidèles
13861,429,2,273.26,1,Clients perdus / inactifs
13862,18,9,2556.09,0,Clients VIP / fidèles
13863,248,4,1239.55,0,Clients VIP / fidèles
13864,387,1,662.4000000000001,1,Clients perdus / inactifs
13865,58,4,501.56,2,Clients perdus / inactifs
13866,74,1,145.67000000000002,2,Clients perdus / inactifs
13867,31,3,1005.09,0,Clients VIP / fidèles
13868,7,2,3192.54,0,Clients VIP / fidèles
13869,123,10,7996.87,3,Clients VIP / fidèles
13870,2,15,5712.08,3,Clients VIP / fidèles
13871,23,17,7885.85,3,Clients VIP / fidèles
13872,527,3,919.57,1,Clients perdus / inactifs
13873,120,8,1038.92,0,Clients VIP / fidèles
13874,358,7,2049.15,0,Clients VIP / fidèles
13875,54,14,4814.37,3,Clients VIP / fidèles
13876,64,1,122.7,2,Clients perdus / inactifs
13877,86,3,449.68,2,Clients perdus / inactifs
13878,55,4,2416.9,0,Clients VIP / fidèles
13879,646,1,395.5,1,Clients perdus / inactifs
13880,21,17,4293.86,3,Clients VIP / fidèles
13881,4,43,45179.1,3,Clients VIP / fidèles
13882,3,5,1191.13,0,Clients VIP / fidèles
13883,11,14,6535.37,3,Clients VIP / fidèles
13884,7,10,1825.03,0,Clients VIP / fidèles
13885,189,2,506.8,2,Clients perdus / inactifs
13886,71,1,243.56,2,Clients perdus / inactifs
13887,204,1,349.55,2,Clients perdus / inactifs
13888,120,7,2001.59,0,Clients VIP / fidèles
13889,93,6,1991.23,0,Clients VIP / fidèles
13890,1,14,2927.38,3,Clients VIP / fidèles
13891,378,3,859.21,1,Clients perdus / inactifs
13892,27,6,1267.6499999999999,0,Clients VIP / fidèles
13893,298,1,821.1,1,Clients perdus / inactifs
13894,24,3,564.62,2,Clients perdus / inactifs
13895,28,6,4008.52,0,Clients VIP / fidèles
13896,626,1,388.55,1,Clients perdus / inactifs
13897,50,3,1160.72,0,Clients VIP / fidèles
13898,326,2,686.4,1,Clients perdus / inactifs
13899,16,2,388.52,2,Clients perdus / inactifs
13900,183,6,1610.59,0,Clients VIP / fidèles
13901,72,15,5676.34,3,Clients VIP / fidèles
13902,632,5,34023.26,3,Clients VIP / fidèles
13903,400,1,165.45000000000002,1,Clients perdus / inactifs
13904,37,2,332.64,2,Clients perdus / inactifs
13905,733,1,312.65,1,Clients perdus / inactifs
13906,409,1,42.0,1,Clients perdus / inactifs
13907,692,1,136.8,1,Clients perdus / inactifs
13908,80,4,2369.55,0,Clients VIP / fidèles
13909,423,2,282.85,1,Clients perdus / inactifs
13911,57,20,4234.99,3,Clients VIP / fidèles
13912,424,1,124.95,1,Clients perdus / inactifs
13913,507,1,42.22,1,Clients perdus / inactifs
13914,12,2,626.45,2,Clients perdus / inactifs
13915,394,1,70.80000000000001,1,Clients perdus / inactifs
13916,464,4,1275.81,1,Clients perdus / inactifs
13917,50,2,272.04,2,Clients perdus / inactifs
13918,50,2,1212.8400000000001,0,Clients VIP / fidèles
13919,59,4,1252.68,0,Clients VIP / fidèles
13920,432,4,1774.68,1,Clients perdus / inactifs
13921,402,4,730.7,1,Clients perdus / inactifs
13922,352,3,865.2,1,Clients perdus / inactifs
13923,54,1,351.13,2,Clients perdus / inactifs
13924,2,6,1838.8500000000001,0,Clients VIP / fidèles
13925,93,4,678.25,0,Clients VIP / fidèles
13926,23,1,223.85000000000002,2,Clients perdus / inactifs
13927,75,2,708.26,2,Clients perdus / inactifs
13928,11,4,464.57,2,Clients perdus / inactifs
13929,169,11,3494.1,3,Clients VIP / fidèles
13930,58,2,337.34,2,Clients perdus / inactifs
13931,96,11,5257.38,3,Clients VIP / fidèles
13932,295,1,307.4,2,Clients perdus / inactifs
13933,109,2,608.7900000000001,2,Clients perdus / inactifs
13934,264,1,922.1,2,Clients perdus / inactifs
13935,597,3,6116.92,1,Clients perdus / inactifs
13936,180,3,939.66,0,Clients VIP / fidèles
13937,169,2,880.13,2,Clients perdus / inactifs
13938,35,1,71.66,2,Clients perdus / inactifs
13939,23,7,1560.96,0,Clients VIP / fidèles
13940,17,4,839.14,0,Clients VIP / fidèles
13941,22,15,10027.18,3,Clients VIP / fidèles
13942,535,1,320.0,1,Clients perdus / inactifs
13943,578,1,246.54,1,Clients perdus / inactifs
13944,653,1,200.43,1,Clients perdus / inactifs
13945,395,2,854.15,1,Clients perdus / inactifs
13946,79,6,1876.23,0,Clients VIP / fidèles
13947,65,1,90.6,2,Clients perdus / inactifs
13948,361,4,548.76,1,Clients perdus / inactifs
13949,3,6,2427.32,0,Clients VIP / fidèles
13950,11,4,745.06,0,Clients VIP / fidèles
13951,176,3,674.45,2,Clients perdus / inactifs
13952,218,14,12823.52,3,Clients VIP / fidèles
13953,7,12,6640.68,3,Clients VIP / fidèles
13954,2,2,439.92,2,Clients perdus / inactifs
13955,154,3,544.0699999999999,2,Clients perdus / inactifs
13956,5,5,1019.27,0,Clients VIP / fidèles
13957,418,3,458.25,1,Clients perdus / inactifs
13958,380,8,4709.2300000000005,0,Clients VIP / fidèles
13959,79,6,1064.77,0,Clients VIP / fidèles
13960,21,2,230.22,2,Clients perdus / inactifs
13961,392,1,538.4,1,Clients perdus / inactifs
13962,22,3,362.8,2,Clients perdus / inactifs
13963,308,17,2860.57,3,Clients VIP / fidèles
13964,387,2,438.9,1,Clients perdus / inactifs
13965,477,3,996.61,1,Clients perdus / inactifs
13966,435,1,384.26,1,Clients perdus / inactifs
13967,146,2,166.3,2,Clients perdus / inactifs
13968,423,1,123.66,1,Clients perdus / inactifs
13969,7,35,12973.460000000001,3,Clients VIP / fidèles
13970,386,2,846.55,1,Clients perdus / inactifs
13971,19,14,4667.57,3,Clients VIP / fidèles
13972,71,2,190.25,2,Clients perdus / inactifs
13973,287,1,264.7,2,Clients perdus / inactifs
13974,49,2,677.72,2,Clients perdus / inactifs
13975,31,12,5256.4,3,Clients VIP / fidèles
13976,207,4,1192.36,0,Clients VIP / fidèles
13977,411,1,519.8100000000001,1,Clients perdus / inactifs
13978,15,2,196.79000000000002,2,Clients perdus / inactifs
13979,73,7,3373.63,0,Clients VIP / fidèles
13980,60,5,768.82,0,Clients VIP / fidèles
13981,416,1,331.14,1,Clients perdus / inactifs
13982,39,9,3954.29,3,Clients VIP / fidèles
13983,30,21,6753.89,3,Clients VIP / fidèles
13984,27,12,1893.8,0,Clients VIP / fidèles
13985,4,22,10020.86,3,Clients VIP / fidèles
13986,17,1,320.46,2,Clients perdus / inactifs
13987,380,2,682.54,1,Clients perdus / inactifs
13988,20,8,4757.8,3,Clients VIP / fidèles
13989,66,5,2026.06,0,Clients VIP / fidèles
13990,213,1,311.3,2,Clients perdus / inactifs
13991,12,6,851.88,0,Clients VIP / fidèles
13992,30,3,219.5,2,Clients perdus / inactifs
13993,43,19,6775.71,3,Clients VIP / fidèles
13994,4,6,2274.14,0,Clients VIP / fidèles
13995,15,14,3902.01,3,Clients VIP / fidèles
13996,386,2,895.76,1,Clients perdus / inactifs
13997,519,3,376.46,1,Clients perdus / inactifs
13998,447,3,566.7,1,Clients perdus / inactifs
13999,10,29,9502.26,3,Clients VIP / fidèles
14000,211,5,2046.3400000000001,0,Clients VIP / fidèles
14001,46,9,4228.85,3,Clients VIP / fidèles
14002,134,2,529.73,2,Clients perdus / inactifs
14003,733,1,209.41,1,Clients perdus / inactifs
14004,43,11,6258.45,3,Clients VIP / fidèles
14005,10,5,2874.72,0,Clients VIP / fidèles
14006,116,7,2196.67,0,Clients VIP / fidèles
14007,513,1,79.48,1,Clients perdus / inactifs
14008,432,1,509.04,1,Clients perdus / inactifs
14009,198,3,1099.91,0,Clients VIP / fidèles
14010,565,2,445.15,1,Clients perdus / inactifs
14011,480,2,457.82,1,Clients perdus / inactifs
14012,278,1,328.8,2,Clients perdus / inactifs
14013,110,5,1084.57,0,Clients VIP / fidèles
14014,77,3,1948.21,0,Clients VIP / fidèles
14015,53,1,917.34,2,Clients perdus / inactifs
14016,162,11,11403.41,3,Clients VIP / fidèles
14017,571,1,229.75,1,Clients perdus / inactifs
14018,645,1,367.15000000000003,1,Clients perdus / inactifs
14019,47,3,1421.61,0,Clients VIP / fidèles
14020,17,4,1249.01,0,Clients VIP / fidèles
14021,155,7,1716.58,0,Clients VIP / fidèles
14022,225,2,792.15,2,Clients perdus / inactifs
14023,7,2,584.07,2,Clients perdus / inactifs
14024,122,3,645.74,2,Clients perdus / inactifs
14025,465,8,4057.9,0,Clients VIP / fidèles
14026,471,2,713.11,1,Clients perdus / inactifs
14027,61,1,104.82,2,Clients perdus / inactifs
14028,550,3,10396.5,1,Clients perdus / inactifs
14029,63,2,467.66,2,Clients perdus / inactifs
14030,18,20,7521.8,3,Clients VIP / fidèles
14031,7,44,39019.51,3,Clients VIP / fidèles
14032,2,16,4546.41,3,Clients VIP / fidèles
14033,555,1,109.44,1,Clients perdus / inactifs
14034,22,3,648.89,2,Clients perdus / inactifs
14035,29,9,2794.75,0,Clients VIP / fidèles
14036,285,1,626.65,2,Clients perdus / inactifs
14037,176,6,836.95,0,Clients VIP / fidèles
14038,78,5,3069.88,0,Clients VIP / fidèles
14039,33,2,267.28000000000003,2,Clients perdus / inactifs
14040,41,35,12523.81,3,Clients VIP / fidèles
14041,266,1,141.41,2,Clients perdus / inactifs
14042,725,1,431.98,1,Clients perdus / inactifs
14043,491,2,302.6,1,Clients perdus / inactifs
14044,27,10,3073.95,3,Clients VIP / fidèles
14045,109,16,10986.63,3,Clients VIP / fidèles
14046,284,1,151.59,2,Clients perdus / inactifs
14047,9,14,3968.11,3,Clients VIP / fidèles
14048,305,3,748.69,1,Clients perdus / inactifs
14049,17,13,13023.4,3,Clients VIP / fidèles
14050,32,2,746.36,2,Clients perdus / inactifs
14051,1,37,21770.98,3,Clients VIP / fidèles
14052,20,2,466.66,2,Clients perdus / inactifs
14053,124,4,572.3,0,Clients VIP / fidèles
14054,65,1,92.46,2,Clients perdus / inactifs
14055,106,3,1520.96,0,Clients VIP / fidèles
14056,1,23,8152.71,3,Clients VIP / fidèles
14057,24,22,8346.66,3,Clients VIP / fidèles
14058,463,2,469.19,1,Clients perdus / inactifs
14059,267,1,183.6,2,Clients perdus / inactifs
14060,5,30,8898.24,3,Clients VIP / fidèles
14061,507,3,917.4300000000001,1,Clients perdus / inactifs
14062,10,24,25585.65,3,Clients VIP / fidèles
14063,687,7,9471.5,1,Clients perdus / inactifs
14064,29,15,3260.24,3,Clients VIP / fidèles
14065,389,3,891.02,1,Clients perdus / inactifs
14066,267,1,152.55,2,Clients perdus / inactifs
14067,64,2,374.7,2,Clients perdus / inactifs
14068,320,4,1516.72,0,Clients VIP / fidèles
14069,515,2,225.81,1,Clients perdus / inactifs
14070,685,1,321.6,1,Clients perdus / inactifs
14071,4,8,1422.75,0,Clients VIP / fidèles
14072,667,1,390.85,1,Clients perdus / inactifs
14073,32,1,151.04,2,Clients perdus / inactifs
14074,623,1,219.39999999999998,1,Clients perdus / inactifs
14075,5,5,1724.87,0,Clients VIP / fidèles
14076,129,1,118.67,2,Clients perdus / inactifs
14077,41,6,615.0799999999999,0,Clients VIP / fidèles
14078,102,9,1551.82,0,Clients VIP / fidèles
14079,125,1,375.1,2,Clients perdus / inactifs
14080,33,5,1115.68,0,Clients VIP / fidèles
14081,302,10,4867.57,3,Clients VIP / fidèles
14082,365,2,413.36,1,Clients perdus / inactifs
14083,4,11,1082.19,0,Clients VIP / fidèles
14084,512,1,150.5,1,Clients perdus / inactifs
14085,2,32,9705.67,3,Clients VIP / fidèles
14086,463,1,39.95,1,Clients perdus / inactifs
14087,3,3,829.47,0,Clients VIP / fidèles
14088,10,16,64036.8,3,Clients VIP / fidèles
14089,57,1,158.75,2,Clients perdus / inactifs
14090,325,1,76.32000000000001,1,Clients perdus / inactifs
14091,654,2,9530.08,1,Clients perdus / inactifs
14092,8,24,7229.45,3,Clients VIP / fidèles
14093,12,1,433.86,2,Clients perdus / inactifs
14094,440,1,311.77,1,Clients perdus / inactifs
14095,723,1,2.95,1,Clients perdus / inactifs
14096,4,17,53258.43,3,Clients VIP / fidèles
14097,481,2,422.85999999999996,1,Clients perdus / inactifs
14098,37,1,147.35,2,Clients perdus / inactifs
14099,16,20,5750.91,3,Clients VIP / fidèles
14100,138,1,191.95000000000002,2,Clients perdus / inactifs
14101,74,13,9961.93,3,Clients VIP / fidèles
14102,5,5,1105.8799999999999,0,Clients VIP / fidèles
14104,155,5,740.53,0,Clients VIP / fidèles
14105,239,5,5988.83,0,Clients VIP / fidèles
14106,737,1,214.79999999999998,1,Clients perdus / inactifs
14107,52,11,4877.3,3,Clients VIP / fidèles
14108,31,4,1044.96,0,Clients VIP / fidèles
14109,73,1,144.2,2,Clients perdus / inactifs
14110,4,33,12987.95,3,Clients VIP / fidèles
14111,14,4,692.85,0,Clients VIP / fidèles
14112,23,13,5834.59,3,Clients VIP / fidèles
14113,4,16,7092.610000000001,3,Clients VIP / fidèles
14114,274,7,1364.09,0,Clients VIP / fidèles
14115,502,2,622.6700000000001,1,Clients perdus / inactifs
14116,20,5,1382.74,0,Clients VIP / fidèles
14117,144,1,90.0,2,Clients perdus / inactifs
14118,429,1,458.45,1,Clients perdus / inactifs
14119,376,2,183.37,1,Clients perdus / inactifs
14121,4,4,2780.15,0,Clients VIP / fidèles
14122,406,3,362.42,1,Clients perdus / inactifs
14123,733,1,436.18,1,Clients perdus / inactifs
14124,84,1,419.58000000000004,2,Clients perdus / inactifs
14125,11,3,2720.63,0,Clients VIP / fidèles
14126,8,4,1172.46,0,Clients VIP / fidèles
14127,123,6,1900.0800000000002,0,Clients VIP / fidèles
14128,61,3,924.21,0,Clients VIP / fidèles
14129,2,9,2591.34,0,Clients VIP / fidèles
14130,319,4,1858.77,0,Clients VIP / fidèles
14131,649,1,168.22,1,Clients perdus / inactifs
14132,2,11,3586.0299999999997,3,Clients VIP / fidèles
14133,130,4,911.14,0,Clients VIP / fidèles
14134,383,15,11123.35,3,Clients VIP / fidèles
14135,2,24,8839.67,3,Clients VIP / fidèles
14136,401,5,1570.81,0,Clients VIP / fidèles
14137,696,1,332.7,1,Clients perdus / inactifs
14138,2,2,965.8800000000001,2,Clients perdus / inactifs
14139,46,4,1086.8,0,Clients VIP / fidèles
14140,4,2,935.05,2,Clients perdus / inactifs
14141,3,4,915.13,0,Clients VIP / fidèles
14142,373,2,671.34,1,Clients perdus / inactifs
14143,134,1,115.8,2,Clients perdus / inactifs
14144,486,1,30.599999999999998,1,Clients perdus / inactifs
14145,47,7,7600.05,3,Clients VIP / fidèles
14146,9,12,9450.3,3,Clients VIP / fidèles
14147,78,9,2590.2,0,Clients VIP / fidèles
14148,234,2,466.29,2,Clients perdus / inactifs
14149,221,1,446.62,2,Clients perdus / inactifs
14150,36,2,658.64,2,Clients perdus / inactifs
14151,673,2,679.45,1,Clients perdus / inactifs
14152,75,7,1997.3400000000001,0,Clients VIP / fidèles
14153,483,1,233.4,1,Clients perdus / inactifs
14154,239,8,6460.7,3,Clients VIP / fidèles
14155,266,1,118.75,2,Clients perdus / inactifs
14156,10,145,304719.88,3,Clients VIP / fidèles
14157,20,5,978.69,0,Clients VIP / fidèles
14158,40,1,507.66,2,Clients perdus / inactifs
14159,20,20,7849.58,3,Clients VIP / fidèles
14160,610,7,8421.47,0,Clients VIP / fidèles
14161,216,7,2996.93,0,Clients VIP / fidèles
14162,174,2,289.36,2,Clients perdus / inactifs
14163,87,5,2594.62,0,Clients VIP / fidèles
14164,71,2,1631.77,0,Clients VIP / fidèles
14165,276,1,120.44,2,Clients perdus / inactifs
14166,505,2,251.15,1,Clients perdus / inactifs
14167,39,8,1274.29,0,Clients VIP / fidèles
14168,421,2,370.45,1,Clients perdus / inactifs
14169,431,2,613.11,1,Clients perdus / inactifs
14170,375,3,570.18,1,Clients perdus / inactifs
14171,98,2,498.79,2,Clients perdus / inactifs
14172,605,3,369.02,1,Clients perdus / inactifs
14173,11,6,586.0,0,Clients VIP / fidèles
14174,33,1,134.46,2,Clients perdus / inactifs
14175,60,8,7678.88,3,Clients VIP / fidèles
14176,297,5,756.46,0,Clients VIP / fidèles
14177,86,13,2209.69,3,Clients VIP / fidèles
14178,9,7,1580.26,0,Clients VIP / fidèles
14179,41,2,701.57,2,Clients perdus / inactifs
14180,11,33,6117.5,3,Clients VIP / fidèles
14181,411,2,308.35,1,Clients perdus / inactifs
14182,444,4,678.77,1,Clients perdus / inactifs
14183,411,2,278.34000000000003,1,Clients perdus / inactifs
